|context_id|context|question|answer
242|207|On your first day, you'll log into Basecamp to see a project dedicated to your onboarding called Welcome, [your name]!. Your welcome project will contain a few to-do lists linking to accounts or services that you need to set up to get started. Youll also see to-do lists that your Ops buddy and manager will be working through. Your Ops buddy and your manager will be in contact with you as you set up your environment, should you have questions or get stuck. |On what platform does the Welcome project's welcome project run?| Basecamp
243|207|On your first day, you'll log into Basecamp to see a project dedicated to your onboarding called Welcome, [your name]!. Your welcome project will contain a few to-do lists linking to accounts or services that you need to set up to get started. Youll also see to-do lists that your Ops buddy and manager will be working through. Your Ops buddy and your manager will be in contact with you as you set up your environment, should you have questions or get stuck. |Upon arrival, what will be a list of things to do on your first day?| Welcome, [your name]!.
244|208|The accounts you're asked to set up depend on the role you've been hired for. But everyone at the company is asked to follow a stringent and specific security protocol, which we monitor after set-up using Shipshape. Heres a list of what we require and why we require it.|What protocol does the company follow?| security protocol
245|208|The accounts you're asked to set up depend on the role you've been hired for. But everyone at the company is asked to follow a stringent and specific security protocol, which we monitor after set-up using Shipshape. Heres a list of what we require and why we require it.|What is the name of the security protocol that is used by all of the employees at the company?| Shipshape
246|209|Your training schedules and onboarding expectations will be in your welcome project. You'll also find docs with helpful links to technical documentation, walkthrough videos, important Basecamp projects, and more. Your welcome project will also contain a list of people to meet over the course of your first few weeks. * your manager. You and your manager will meet on your first day to sort out a recurring 1:1 schedule and to review your specific onboarding expectations.|Do you want to spend time with your manager or manager?| welcome project
247|210|* your team. Most teams have a weekly call which you'll join your first week.. * your 37signals buddy. Your buddy will be someone whos not on your immediate team, whos worked at 37signals for a while, and who can point you in the right direction when you have a question and dont quite know where to turn. Theyll introduce themselves during your first week, to say hi and offer their help. Theyll check in with you periodically throughout your first couple months to see how youre settling in.|Do you have to join your first week?| weekly call
248|211|* People Ops. You'll meet with Andrea to review 37signals policies, benefits, and compensation.. After your environment has been set up, expectations are clear, and you've met who you need to meet, you'll get to work! You'll begin working on real projects, with plenty of support and guidance, within your first week. Your responsibilities and impact will increase as you learn and gain confidence over the next few months, and most people are up to speed and feeling fully part of the team in about 3 months.|Who will you meet with to review 37signals policies?| Andrea
249|212|When you start, youll receive an outline of expected performance metrics for your first 3 months. Those standards will be clear and attainable, and your manager will give you frequent, candid feedback. On occasion, despite our collective best efforts, its not a fit. We dont do full-scale performance improvement plans during the first three months. So if during that time it starts looking like your long-term employment wont work out, your manager will let you know early and why.|When do managers start to get a feel for the progress of their systems?| 3 months
250|213|When you start, youll receive an outline of expected performance metrics for your first 3 months. Those standards will be clear and attainable, and your manager will give you frequent, candid feedback. On occasion, despite our collective best efforts, its not a fit. We dont do full-scale performance improvement plans during the first three months. So if during that time it starts looking like your long-term employment wont work out, your manager will let you know early and why.|During the first 3 months, what do you hope to see in the manager?| improvement plans
251|215|Mastery & Titles. Advancing your career at 37signals doesnt mean giving up on your craft. No matter your role, you can become better at the work itself and level-up that way. This is especially important since were a relatively small company with few layers of managerial cake. Within each of our job functions, weve mapped our trajectory of mastery to five different levels. That title structure is shared amongst all departments, but the particulars of what characterizes one level from another will of course be different. Heres an example of the titles for programming:|Level up what does it mean to be a better programmer?| work
252|215|Mastery & Titles. Advancing your career at 37signals doesnt mean giving up on your craft. No matter your role, you can become better at the work itself and level-up that way. This is especially important since were a relatively small company with few layers of managerial cake. Within each of our job functions, weve mapped our trajectory of mastery to five different levels. That title structure is shared amongst all departments, but the particulars of what characterizes one level from another will of course be different. Heres an example of the titles for programming:|What is the total of levels for programming?| five different levels
253|216|. Junior Programmer. Programmer. Senior Programmer. Lead Programmer. Principal Programmer. While this is how we recognize mastery, its by no means an expectation that everyone will start as a junior and end up as a principal. 37signals needs people and perspectives from all levels of skill. And for those who do end up progressing all the way through this path, it may well be a journey of many, many years, if not a decade+.|If you are going to make a mistake, do what?| many, many years
254|216|. Junior Programmer. Programmer. Senior Programmer. Lead Programmer. Principal Programmer. While this is how we recognize mastery, its by no means an expectation that everyone will start as a junior and end up as a principal. 37signals needs people and perspectives from all levels of skill. And for those who do end up progressing all the way through this path, it may well be a journey of many, many years, if not a decade+.|If you are not a junior or senior, what type of program is there to learn?| if not a decade+.
255|217|But these titles make it clear to everyone where someone is in their career progression at 37signals. Note that these titles are about a particular role at 37signals. Someone may well have been a Senior Designer somewhere else with a different assessment criteria and a different workflow, and then still start at 37signals as a Designer. We recognize mastery and titles at 37signals for the work done at 37signals.|Do we recognize mastery and titles at 37signals?| work done at 37signals
256|218|Day to day, though, these titles arent really much of a factor. But they do give newcomers another way of orienting themselves at the company and it gives everyone a clear way of tracking their personal career progression at 37signals. You can see the specific titles and proficiencies expected for: Designers, Ops, Programmers, Support, Data.|These are the two categories of people that will be required to work in the day to day work environment of the company.| Designers, Ops, Programmers, Support, Data
257|219|Pay & Promotions. 37signals pays at the top 10% for our industry at San Francisco salary levels, regardless of where you live. The comparison data is provided by a company called Radford that polls compensation data from all the major companies in our industry and plenty of our smaller peers as well. Because we dont pay bonuses, we match our base compensation to the base + bonus of our peer group.|How much does Pay & Promotions pay for our industry?| top 10%
258|219|Pay & Promotions. 37signals pays at the top 10% for our industry at San Francisco salary levels, regardless of where you live. The comparison data is provided by a company called Radford that polls compensation data from all the major companies in our industry and plenty of our smaller peers as well. Because we dont pay bonuses, we match our base compensation to the base + bonus of our peer group.|What company polled compensation data from all major companies in San Francisco?| Radford
259|220|Some jobs at 37signals are not matched to Radford comparison data. Compensation for common technical roles like programming and design is reliably competitive in a market like San Francisco. For some non-technical roles, compensation is much lower, much less competitive. To compensate for that industry disparity, we instituted a $73,500 salary floor (floor adjusted for inflation since publishing).|What was the floor of the salary floor for non-technical positions in San Francisco?| $73,500
260|221|The Radford data is reviewed once per year at the end of November. If its warranted, that is if the market rates in the top 10% have gone up, well increase pay on January 1st to follow suit. We dont decrease pay, even if the market rates may have dropped. If that happens, well hold them steady until they come up again.|If the market rates are up, that is if the market rate in the top 10% has gone up, well increase pay on January 1st to follow suit?| once
261|221|The Radford data is reviewed once per year at the end of November. If its warranted, that is if the market rates in the top 10% have gone up, well increase pay on January 1st to follow suit. We dont decrease pay, even if the market rates may have dropped. If that happens, well hold them steady until they come up again.|If the Radford data is taken in a year, the rate of pay for the top 10% has gone up by approximately 2% per annum?| of November
262|222|In addition to raises based on Radford market data, weve also in the past given raises in excess of those based on core price index inflation numbers, if the market didnt move upward. This is not a guaranteed practice. Everyone in the same role at the same level is paid the same at 37signals.|In addition to raising, weve given raises based on Radford market data, if the market moved upward.| core price index inflation numbers
263|223|When you get a promotion, that is you move from one level to another, youll get a corresponding pay raise effective on your next pay cycle. Performance Reviews. Youll meet with your manager for formal performance reviews. When you're new to 37signals, you'll meet at the 3-month, 6-month, and 1-year marks. Then you'll meet once a year, around your anniversary with the company. Your manager will share performance expectations for your role when you start, and they'll keep you apprised of any changes to expectations should they evolve.|When do managers of 37signals meet?| once
264|223|When you get a promotion, that is you move from one level to another, youll get a corresponding pay raise effective on your next pay cycle. Performance Reviews. Youll meet with your manager for formal performance reviews. When you're new to 37signals, you'll meet at the 3-month, 6-month, and 1-year marks. Then you'll meet once a year, around your anniversary with the company. Your manager will share performance expectations for your role when you start, and they'll keep you apprised of any changes to expectations should they evolve.|When do managers start meeting with you for performance reviews?| year
265|224|Managers are expected to document performance review outcomes and any action items or deadlines that come out of the meetings. Performance Improvement Plans. If your work performance is not meeting expectations, you may be put on a Performance Improvement Plan (PIP). We only initiate PIPs if your managers concern is correctable in the short term. We do not initiate PIPs for fundamental performance issues that relate to your core job skills. If youre a Programmer whose coding skills are not at the level they need to be, wed forego a PIP. However we may initiate a PIP to help you improve your performance in a coachable skill like project management. In those cases, well follow our performance plan process.|If you are not meeting expectations for your work, what do you do?| Performance Improvement Plans
266|224|Managers are expected to document performance review outcomes and any action items or deadlines that come out of the meetings. Performance Improvement Plans. If your work performance is not meeting expectations, you may be put on a Performance Improvement Plan (PIP). We only initiate PIPs if your managers concern is correctable in the short term. We do not initiate PIPs for fundamental performance issues that relate to your core job skills. If youre a Programmer whose coding skills are not at the level they need to be, wed forego a PIP. However we may initiate a PIP to help you improve your performance in a coachable skill like project management. In those cases, well follow our performance plan process.|If you are not meeting expectations for your work, what is a PIP for?| Performance Improvement Plan
267|225|Meetups. The entire company gathers in person twice a year. We meet up in a different city every time. In 2022, we traveled to Miami and Amsterdam. Most of the planning is taken care of for you; you just need to book your flights. Lodging, meeting space, agenda, and social outings will be planned and communicated well in advance.|Do meetings take place in Miami or Amsterdam?| twice a year
268|226|In general, our meetups are largely unstructured. Every morning, we gather for breakfast at 8am. There are some scheduled talks, like the welcome session on Monday morning, lightning talks, and peer appreciation session. Occasionally, we bring in outside speakers or trainers. Other than that, the meet-up is intentionally loose. Teams huddle in a breakout room, groups go out for coffee or to explore the city, or managers meet 1:1s with employees. Connection and fellowship is always the #1 goal of any meetup, which we accomplish in different ways throughout the week.|What are the two goals of a meetup?| Connection and fellowship
269|227|Meeups are 1 week long. Most people arrive Sunday, we meet Monday through Thursday, and then we travel home on Friday. Everyone should come to every meet-up, but skipping one here and there is okay if you have an engagement you cant cancel. It's important to note that meet-ups can be overwhelming when we're so used to working on our own and virtually. But meetups are also rewarding and energizing, and you'll probably find yourself looking forward to the next one within weeks of returning home.|Most people arrive at least one week in advance of what?| 1 week
270|227|Meeups are 1 week long. Most people arrive Sunday, we meet Monday through Thursday, and then we travel home on Friday. Everyone should come to every meet-up, but skipping one here and there is okay if you have an engagement you cant cancel. It's important to note that meet-ups can be overwhelming when we're so used to working on our own and virtually. But meetups are also rewarding and energizing, and you'll probably find yourself looking forward to the next one within weeks of returning home.|Most people arrive at least one week in advance of what day of the week?| Sunday
271|228|Mini Meetups. Once a year, you can get together with a small group of your coworkers on a mini meet-up at a destination of your choosing. Mini meet-ups should have a work focus. Theyre not meant to be social trips, and youre not doing just your day-to-day work in the same room as your coworkers. You should be collaborating on something meaningful. It certainly doesnt have to be big and you dont have to produce something by the end of the meet-up. Pick something youd love to have a week to discuss in person and have fun with it.|Meetups are usually a fun and social way for people to get together and share what?|Mini
272|228|Mini Meetups. Once a year, you can get together with a small group of your coworkers on a mini meet-up at a destination of your choosing. Mini meet-ups should have a work focus. Theyre not meant to be social trips, and youre not doing just your day-to-day work in the same room as your coworkers. You should be collaborating on something meaningful. It certainly doesnt have to be big and you dont have to produce something by the end of the meet-up. Pick something youd love to have a week to discuss in person and have fun with it.|Do mini meet-ups last for longer than a year?| Once a year
273|229|Keep in mind: your mini-meet-up team does not have to be your formal team like Ops, Support, Mobile, etc. Colleagues who are working cross-team who have a project to get together on can meet-up too. Limit yourself to 1 mini-meet-up per year though, whether thats with your dedicated team or with an offshoot team.|Do you limit yourself to one or more mini-meet-ups per year?| 1
274|230|Budget guidelines for mini meet-ups can be found in Basecamp. Everyone on Support (EOS). Once every month or two, everyone in the company is given the opportunity to do a Customer Support shift. We call it Everyone on Support (EOS). Talking directly to customers all day helps us realize whats wrong and whats right with our products. For the first few times you do EOS, youll have a Support buddy to help you write clear and correct answers to customer questions through Help Scout, our support response tool, and then youre on your own!|Basecamp is located in the US where you can find support for every event in the area.| Basecamp
275|230|Budget guidelines for mini meet-ups can be found in Basecamp. Everyone on Support (EOS). Once every month or two, everyone in the company is given the opportunity to do a Customer Support shift. We call it Everyone on Support (EOS). Talking directly to customers all day helps us realize whats wrong and whats right with our products. For the first few times you do EOS, youll have a Support buddy to help you write clear and correct answers to customer questions through Help Scout, our support response tool, and then youre on your own!|If you are on a support team, what is the name of the tool you use to help?| Help Scout
276|231|Everyone working at 37signals represents 37signals. When a customer gets a response from Merissa on support, Merissa is 37signals. When a customer reads a tweet by Eron that our systems are down, Eron is 37signals. In those situations, all the other stuff we do to cultivate our best image is secondary. Whats right in front of someone in a time of need is what theyll remember.|what is what theyll remember| Whats right in front of
277|232|Thats what we mean when we say marketing is everyones responsibility, and that it pays to spend the time to recognize that. This means avoiding the bullshit of outage language and bending our policies, not just lending your ears. It means taking the time to get the writing right and consider how youd feel if you were on the other side of the interaction.|What responsibility does marketing have?| everyones
278|233|The vast majority of our customers come from word of mouth and much of that word comes from people in our audience. This is an audience weve been educating and entertaining for 20 years and counting, and your voice is part of us now, whether you like it or not! Tell us and our audience what you have to say!|How long has it been since we've had a chance to grow our audience?| 20 years
279|234|This goes for tools and techniques as much as it goes for prose. 37signals not only tries to out-teach the competition, but also out-share and out-collaborate. Were prolific open source contributors through Ruby on Rails, Trix, Turbolinks, Stimulus, and many other projects. Extracting the common infrastructure that others could use as well is satisfying, important work, and we should continue to do that.|Out-collaborate, out-work, and out-collaborate are all examples of what kind of work?| out-share
280|234|This goes for tools and techniques as much as it goes for prose. 37signals not only tries to out-teach the competition, but also out-share and out-collaborate. Were prolific open source contributors through Ruby on Rails, Trix, Turbolinks, Stimulus, and many other projects. Extracting the common infrastructure that others could use as well is satisfying, important work, and we should continue to do that.|Do what with the competition?| out-collaborate
